Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,23735.423828,24316.916016,23649.960938,24165.556641,24165.556641,33508045052
2021-01-02,24167.451172,27321.906250,23972.966797,26474.892578,26474.892578,55925382232
2021-01-03,26476.656250,28519.630859,26413.128906,26760.720703,26760.720703,64216240796
2021-01-04,26784.332031,27294.240234,23363.980469,26094.005859,26094.005859,66241895056
2021-01-05,26098.189453,28009.367188,24633.167969,27639.482422,27639.482422,54923202611
2021-01-06,27656.708984,29889.705078,27254.718750,29844.859375,29844.859375,61019450973
2021-01-07,29852.566406,32748.246094,29653.542969,32089.447266,32089.447266,69085552572
2021-01-08,32098.187500,34261.718750,30048.318359,33372.281250,33372.281250,72071598504
2021-01-09,33364.945313,33894.769531,31886.201172,32928.058594,32928.058594,50702797264
2021-01-10,32927.789063,33881.550781,29440.859375,31472.685547,31472.685547,65626762864
2021-01-11,31464.554688,31464.554688,25108.531250,29247.208984,29247.208984,101409092304
2021-01-12,29205.849609,30067.740234,26899.251953,27786.228516,27786.228516,61246642389
2021-01-13,27779.806641,30918.484375,26690.492188,30682.929688,30682.929688,57033976442
2021-01-14,30690.121094,32956.898438,30354.292969,32250.857422,32250.857422,52355450869
2021-01-15,32225.658203,32558.050781,28660.187500,30485.841797,30485.841797,56095675651
2021-01-16,30482.765625,31345.980469,29509.464844,29950.035156,29950.035156,47772009926
2021-01-17,29938.041016,30384.218750,28204.253906,29661.734375,29661.734375,43392810402
2021-01-18,29662.529297,30927.671875,28899.033203,30328.933594,30328.933594,40994649866
2021-01-19,30339.000000,31129.619141,29713.658203,29713.658203,29713.658203,47156737845
2021-01-20,29697.433594,29955.806641,27749.525391,29342.677734,29342.677734,55168197409
2021-01-21,29344.037109,29349.662109,24863.666016,25338.507813,25338.507813,62178072138
2021-01-22,25331.873047,27783.740234,23802.712891,27116.148438,27116.148438,63430252390
2021-01-23,27099.712891,27402.339844,25868.134766,26340.009766,26340.009766,39718049871
2021-01-24,26337.326172,27059.845703,25550.689453,26538.091797,26538.091797,39979537424
2021-01-25,26535.148438,28648.330078,26428.945313,26654.597656,26654.597656,49326841880
2021-01-26,26648.191406,26962.826172,25522.394531,26775.673828,26775.673828,49535981991
2021-01-27,26770.888672,26770.888672,24326.740234,25144.740234,25144.740234,51703736731
2021-01-28,25151.757813,26367.982422,24827.541016,26110.988281,26110.988281,65132391850
2021-01-29,26844.017578,30085.845703,26507.660156,30085.845703,30085.845703,75435696128
