Date,Open,High,Low,Close,Adj Close,Volume
2020-03-01,7798.252441,7913.450684,7681.687012,7748.164551,7748.164551,31987458775
2020-03-02,7748.897949,8011.308105,7721.177734,7959.358398,7959.358398,38459105568
2020-03-03,7955.515625,8006.142578,7782.374512,7862.485352,7862.485352,37923648964
2020-03-04,7863.161621,7926.583008,7824.539063,7861.055176,7861.055176,31197955753
2020-03-05,7865.579590,8161.130371,7862.858398,8089.786133,8089.786133,35373626415
2020-03-06,8089.381348,8091.160645,8044.331543,8082.739746,8082.739746,36173355570
2020-03-07,8081.902344,8118.742188,7877.323730,7894.343750,7894.343750,32088707344
2020-03-08,7892.795410,7898.233887,7117.157715,7121.034180,7121.034180,35106776668
2020-03-09,7123.695313,7184.403809,6733.996094,6952.206055,6952.206055,41182520122
2020-03-10,6950.891602,7151.211426,6885.314453,6989.210938,6989.210938,37301166968
2020-03-11,6989.529297,7026.166504,6775.383789,7024.827637,7024.827637,34347740130
2020-03-12,7026.769043,7037.558105,4344.840332,4444.237305,4444.237305,48262271980
2020-03-13,4486.296875,5254.104980,3672.950928,4993.677246,4993.677246,66559039992
2020-03-14,5002.087891,5047.538086,4598.745117,4666.309570,4666.309570,32441582858
2020-03-15,4666.937988,5213.880859,4638.418457,4834.835938,4834.835938,30483051816
2020-03-16,4828.482910,4828.482910,4098.807129,4493.089355,4493.089355,40650795145
2020-03-17,4482.425293,4825.007324,4462.774414,4744.934082,4744.934082,35069823256
2020-03-18,4746.281738,4885.964355,4641.397949,4780.420898,4780.420898,34566905928
2020-03-19,4786.789063,5934.076660,4804.693848,5808.230469,5808.230469,47846030531
2020-03-20,5808.662598,6377.578613,5498.050293,5759.606934,5759.606934,50585800131
2020-03-21,5766.802246,5925.708496,5511.984375,5746.334961,5746.334961,39480093756
2020-03-22,5746.791504,5908.578613,5449.429688,5452.092773,5452.092773,37498720285
2020-03-23,5453.140137,5995.933105,5412.403809,5960.807617,5960.807617,43191361899
2020-03-24,5979.692383,6254.937012,5937.916992,6236.596680,6236.596680,44654694830
2020-03-25,6240.220215,6359.286133,6042.191895,6135.968750,6135.968750,40952090165
2020-03-26,6130.556641,6168.277344,6032.167480,6079.735352,6079.735352,31971551464
2020-03-27,6082.404297,6139.854492,5790.931641,5793.704102,5793.704102,30971403337
2020-03-28,5791.425781,5791.647461,5478.523926,5589.104492,5589.104492,31235359141
2020-03-29,5592.176270,5596.512207,5322.305176,5315.300293,5315.300293,25466664426
2020-03-30,5318.437500,5899.183105,5305.325195,5830.156250,5830.156250,33641328894
2020-03-31,5830.849609,5905.560059,5820.579102,5839.277832,5839.277832,29734409216
2020-04-01,5838.075684,6037.445313,5677.553711,6032.151855,6032.151855,36837295841
2020-04-02,6032.151855,6542.119141,6024.104980,6264.632324,6264.632324,43949502253
2020-04-03,6268.110352,6489.856445,6186.549316,6232.120605,6232.120605,36074898995
2020-04-04,6236.744141,6366.457520,6197.583008,6355.882813,6355.882813,30713566062
2020-04-05,6351.265137,6370.585938,6215.579102,6284.361816,6284.361816,27308284051
2020-04-06,6281.511719,6732.447754,6276.031738,6732.447754,6732.447754,43418654993
2020-04-07,6734.172363,6825.347656,6550.847168,6586.584961,6586.584961,40607110827
2020-04-08,6589.218262,6776.641602,6579.023926,6752.570313,6752.570313,34584821928
2020-04-09,6756.131348,6754.477539,6607.078613,6683.558594,6683.558594,31866087998
2020-04-10,6685.138184,6685.138184,6213.720703,6277.594238,6277.594238,39887373494
2020-04-11,6279.374512,6333.564941,6209.063477,6272.309082,6272.309082,28551130159
2020-04-12,6271.380859,6502.384277,6228.410645,6377.300781,6377.300781,32713603420
2020-04-13,6372.292480,6372.292480,6111.880371,6267.405273,6267.405273,35360341048
2020-04-14,6265.797852,6342.717773,6223.812988,6229.045410,6229.045410,31052638301
2020-04-15,6231.897949,6313.766113,6083.400879,6091.080566,6091.080566,29609672747
2020-04-16,6089.562012,6570.778809,6018.864258,6554.135254,6554.135254,43084465667
2020-04-17,6553.903809,6591.421875,6476.899902,6526.126953,6526.126953,29901522711
2020-04-18,6522.546387,6685.015625,6519.746582,6673.713379,6673.713379,29836487608
2020-04-19,6676.708984,6694.730957,6590.393555,6616.665039,6616.665039,28816740031
2020-04-20,6614.316895,6662.609375,6296.366699,6334.223633,6334.223633,34742821137
2020-04-21,6332.222168,6397.977051,6308.224609,6337.514160,6337.514160,30018639033
2020-04-22,6336.700684,6609.261230,6326.291504,6585.737305,6585.737305,30766306549
2020-04-23,6589.529785,6947.139648,6568.143555,6895.334473,6895.334473,40371945047
2020-04-24,6899.470703,6998.852539,6899.470703,6977.327148,6977.327148,32005501112
2020-04-25,6976.940918,7061.934570,6950.318848,6994.916016,6994.916016,30439269017
2020-04-26,6995.103516,7116.673828,6987.035645,7097.449219,7097.449219,30562213184
2020-04-27,7097.034668,7201.934570,7097.034668,7201.934570,7201.934570,33408252755
2020-04-28,7203.200195,7215.637207,7139.678223,7206.937500,7206.937500,30636834629
2020-04-29,7206.618164,8159.059082,7176.479492,8091.744629,8091.744629,55349329003
2020-04-30,8088.648438,8689.920898,7796.776367,7911.762695,7911.762695,61188997208
2020-05-01,7924.763184,8241.464844,7920.177246,7990.958008,7990.958008,39724524726
2020-05-02,7994.825684,8118.610840,7942.107422,8101.853027,8101.853027,36175050970
2020-05-03,8097.362793,8263.361328,7959.778320,8119.242676,8119.242676,42981980432
2020-05-04,8117.669434,8215.239258,7906.004395,8173.670898,8173.670898,41928068001
2020-05-05,8173.833496,8307.134766,8174.762695,8307.331055,8307.331055,39814035765
2020-05-06,8311.364258,8716.582031,8270.378906,8582.734375,8582.734375,45717626720
2020-05-07,8576.375977,9224.347656,8460.981445,9183.599609,9183.599609,56396877910
2020-05-08,9169.428711,9215.408203,9013.821289,8973.578125,8973.578125,47208611551
2020-05-09,8971.973633,9036.842773,8733.102539,8745.182617,8745.182617,42446696438
2020-05-10,8742.696289,8746.716797,7652.442871,8078.630859,8078.630859,58423522764
2020-05-11,8077.804688,8345.572266,7748.861328,7958.571289,7958.571289,52848550000
2020-05-12,7966.518555,8247.331055,7927.349121,8117.508301,8117.508301,38854531997
2020-05-13,8118.347656,8614.500000,8118.347656,8566.414063,8566.414063,42100372007
2020-05-14,8567.653320,9062.758789,8559.250977,9006.835938,9006.835938,52213115455
2020-05-15,9007.363281,9028.785156,8560.069336,8619.981445,8619.981445,44502489737
2020-05-16,8624.641602,8838.071289,8557.603516,8665.092773,8665.092773,33419065012
2020-05-17,8663.166992,9077.220703,8639.709961,8938.742188,8938.742188,37050193561
2020-05-18,8943.322266,9152.528320,8853.357422,8911.886719,8911.886719,38323740485
2020-05-19,8912.334961,8974.272461,8741.920898,8904.074219,8904.074219,35925760777
2020-05-20,8900.679688,8961.728516,8604.085938,8673.226563,8673.226563,33285145641
2020-05-21,8673.006836,8706.736328,8095.674805,8294.291992,8294.291992,35916228478
2020-05-22,8292.988281,8476.703125,8241.580078,8423.996094,8423.996094,27348075873
