Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,6412.612793,6466.053223,6395.292969,6417.781738,6417.781738,16548264141
2020-01-02,6419.900391,6455.852539,6208.002930,6252.938477,6252.938477,18620672982
2020-01-03,6252.006348,6643.415039,6196.514160,6581.735840,6581.735840,25190641929
2020-01-04,6582.176270,6655.665527,6550.041016,6640.674316,6640.674316,16527874600
2020-01-05,6640.490723,6759.997559,6631.005859,6640.666504,6640.666504,17674001714
2020-01-06,6639.891113,6951.012695,6618.217773,6939.714844,6939.714844,20791101699
2020-01-07,6939.235352,7333.798828,6966.142578,7320.774902,7320.774902,25797010962
2020-01-08,7319.199219,7555.930664,7160.022461,7270.785645,7270.785645,28501027542
2020-01-09,7272.975586,7275.690918,7059.739746,7092.748047,7092.748047,21646224663
2020-01-10,7092.060547,7343.365723,6947.916016,7343.365723,7343.365723,25820153792
2020-01-11,7339.442383,7389.282715,7219.604004,7226.702637,7226.702637,22946564430
2020-01-12,7222.858398,7376.449219,7204.628906,7369.640137,7369.640137,20603017030
2020-01-13,7367.191406,7361.875977,7255.829590,7313.747070,7313.747070,20190373250
2020-01-14,7310.818359,7980.017090,7316.256348,7933.511719,7933.511719,40299311377
2020-01-15,7931.336426,7970.701660,7761.861328,7896.189453,7896.189453,35955399490
2020-01-16,7901.094727,7943.202148,7732.766602,7833.052246,7833.052246,28116699119
2020-01-17,7834.331055,8077.225098,7824.032227,8051.000977,8051.000977,32795485000
2020-01-18,8049.354980,8125.830566,7959.146484,8063.265625,8063.265625,29157288013
2020-01-19,8062.036621,8260.527344,7769.924805,7847.591797,7847.591797,30842637239
2020-01-20,7846.137695,7881.491211,7714.665039,7802.233398,7802.233398,23811739271
2020-01-21,7803.448242,7898.259766,7707.755371,7889.409180,7889.409180,21737558317
2020-01-22,7887.890137,7924.114258,7783.307129,7823.075195,7823.075195,20366964887
2020-01-23,7822.872070,7858.692871,7538.375488,7604.298828,7604.298828,23311436253
2020-01-24,7603.441406,7723.058594,7498.272461,7660.262207,7660.262207,22129639051
2020-01-25,7655.441895,7671.791504,7524.645508,7589.612793,7589.612793,17820070772
2020-01-26,7586.494629,7802.076660,7550.935547,7797.023926,7797.023926,20114378448
2020-01-27,7797.458008,8147.125488,7801.902832,8085.500488,8085.500488,25996943939
2020-01-28,8087.955566,8490.750000,8082.348633,8490.750000,8490.750000,31208880036
2020-01-29,8489.733398,8540.465820,8416.111328,8458.931641,8458.931641,27857927450
2020-01-30,8458.375000,8661.303711,8369.156250,8621.291016,8621.291016,29356103023
2020-01-31,8620.673828,8581.904297,8319.689453,8427.623047,8427.623047,26527473551
2020-02-01,8423.862305,8508.266602,8394.618164,8466.399414,8466.399414,23365749350
2020-02-02,8463.646484,8538.752930,8312.430664,8426.542969,8426.542969,27806989191
2020-02-03,8426.830078,8624.076172,8360.358398,8400.934570,8400.934570,27963062143
2020-02-04,8400.320313,8448.024414,8250.247070,8311.948242,8311.948242,27063674304
2020-02-05,8314.168945,8819.762695,8331.016602,8739.872070,8739.872070,32021502646
